Date,Campaign ID,Campaign Name,Campaign Status,Campaign Type,Currency,Impressions,Clicks,CTR,Cost,Avg. CPC,Conversions,Cost / conv.,Conv. rate,Conversion value,Conv. value / cost
2026-08-07,GADS-SRCH-101,Search | Brand Footwear,Enabled,Search,USD,17292,1363,0.0788,1020.81,0.75,126,8.1,0.0924,8923.98,8.7421
2026-08-08,GADS-SRCH-101,Search | Brand Footwear,Enabled,Search,USD,15517,654,0.0421,381.05,0.58,65,5.86,0.0994,4976.34,13.0595
2026-08-09,GADS-SRCH-101,Search | Brand Footwear,Enabled,Search,USD,17577,992,0.0564,996.32,1.0,68,14.65,0.0685,6452.73,6.4766
2026-08-10,GADS-SRCH-101,Search | Brand Footwear,Enabled,Search,USD,10266,621,0.0605,333.08,0.54,27,12.34,0.0435,1603.42,4.8139
2026-08-11,GADS-SRCH-101,Search | Brand Footwear,Enabled,Search,USD,10621,792,0.0746,674.03,0.85,36,18.72,0.0455,2529.53,3.7528
2026-08-12,GADS-SRCH-101,Search | Brand Footwear,Enabled,Search,USD,15668,963,0.0615,1321.74,1.37,105,12.59,0.109,5823.22,4.4057
2026-08-13,GADS-SRCH-101,Search | Brand Footwear,Enabled,Search,USD,9876,682,0.0691,654.8,0.96,42,15.59,0.0616,3386.82,5.1723
2026-08-14,GADS-SRCH-101,Search | Brand Footwear,Enabled,Search,USD,9827,488,0.0497,292.92,0.6,20,14.65,0.041,1677.67,5.7274
2026-08-15,GADS-SRCH-101,Search | Brand Footwear,Enabled,Search,USD,12315,1029,0.0836,1207.91,1.17,83,14.55,0.0807,4918.28,4.0717
2026-08-16,GADS-SRCH-101,Search | Brand Footwear,Enabled,Search,USD,12889,994,0.0771,926.69,0.93,56,16.55,0.0563,3917.57,4.2275
2026-08-17,GADS-SRCH-101,Search | Brand Footwear,Enabled,Search,USD,10646,660,0.062,785.2,1.19,54,14.54,0.0818,2971.24,3.7841
2026-08-18,GADS-SRCH-101,Search | Brand Footwear,Enabled,Search,USD,13310,791,0.0594,440.01,0.56,55,8.0,0.0695,5192.71,11.8013
2026-08-19,GADS-SRCH-101,Search | Brand Footwear,Enabled,Search,USD,13038,612,0.0469,415.44,0.68,52,7.99,0.085,3023.81,7.2786
2026-08-20,GADS-SRCH-101,Search | Brand Footwear,Enabled,Search,USD,15962,1210,0.0758,1668.69,1.38,100,16.69,0.0826,6003.04,3.5975
2026-08-21,GADS-SRCH-101,Search | Brand Footwear,Enabled,Search,USD,15787,1300,0.0823,788.93,0.61,107,7.37,0.0823,8481.22,10.7503
2026-07-23,GADS-SRCH-102,Search | Non-Brand Athletic Shoes,Enabled,Search,USD,27800,659,0.0237,1024.75,1.56,37,27.7,0.0561,2592.13,2.5295
2026-07-24,GADS-SRCH-102,Search | Non-Brand Athletic Shoes,Enabled,Search,USD,17107,492,0.0288,856.26,1.74,19,45.07,0.0386,1994.63,2.3295
2026-07-25,GADS-SRCH-102,Search | Non-Brand Athletic Shoes,Enabled,Search,USD,19397,413,0.0213,460.32,1.11,15,30.69,0.0363,1341.23,2.9137
2026-07-26,GADS-SRCH-102,Search | Non-Brand Athletic Shoes,Enabled,Search,USD,15770,534,0.0339,432.58,0.81,30,14.42,0.0562,1888.31,4.3652
2026-07-27,GADS-SRCH-102,Search | Non-Brand Athletic Shoes,Enabled,Search,USD,13104,556,0.0424,1113.94,2.0,13,85.69,0.0234,934.7,0.8391
2026-07-28,GADS-SRCH-102,Search | Non-Brand Athletic Shoes,Enabled,Search,USD,22960,714,0.0311,1110.22,1.55,40,27.76,0.056,4164.77,3.7513
2026-07-29,GADS-SRCH-102,Search | Non-Brand Athletic Shoes,Enabled,Search,USD,21440,660,0.0308,1252.99,1.9,40,31.32,0.0606,2780.82,2.2193
2026-07-30,GADS-SRCH-102,Search | Non-Brand Athletic Shoes,Enabled,Search,USD,13588,486,0.0358,629.86,1.3,20,31.49,0.0412,2063.84,3.2767
2026-07-31,GADS-SRCH-102,Search | Non-Brand Athletic Shoes,Enabled,Search,USD,12887,466,0.0362,1014.87,2.18,12,84.57,0.0258,961.57,0.9475
2026-08-01,GADS-SRCH-102,Search | Non-Brand Athletic Shoes,Enabled,Search,USD,17559,696,0.0396,663.27,0.95,21,31.58,0.0302,1823.1,2.7487
2026-08-02,GADS-SRCH-102,Search | Non-Brand Athletic Shoes,Enabled,Search,USD,14296,420,0.0294,499.78,1.19,14,35.7,0.0333,1486.29,2.9739
2026-08-03,GADS-SRCH-102,Search | Non-Brand Athletic Shoes,Enabled,Search,USD,19260,767,0.0398,1532.74,2.0,19,80.67,0.0248,1759.54,1.148
2026-08-04,GADS-SRCH-102,Search | Non-Brand Athletic Shoes,Enabled,Search,USD,20856,846,0.0406,1824.48,2.16,56,32.58,0.0662,5736.35,3.1441
2026-08-05,GADS-SRCH-102,Search | Non-Brand Athletic Shoes,Enabled,Search,USD,14724,427,0.029,629.36,1.47,27,23.31,0.0632,2838.3,4.5098
2026-08-06,GADS-SRCH-102,Search | Non-Brand Athletic Shoes,Enabled,Search,USD,14697,415,0.0282,904.46,2.18,14,64.6,0.0337,1388.85,1.5356
2026-08-07,GADS-SRCH-102,Search | Non-Brand Athletic Shoes,Enabled,Search,USD,19454,500,0.0257,887.61,1.78,28,31.7,0.056,2776.71,3.1283
2026-08-08,GADS-SRCH-102,Search | Non-Brand Athletic Shoes,Enabled,Search,USD,22844,854,0.0374,868.28,1.02,30,28.94,0.0351,3253.06,3.7466
2026-08-09,GADS-SRCH-102,Search | Non-Brand Athletic Shoes,Enabled,Search,USD,21489,814,0.0379,720.67,0.89,29,24.85,0.0356,1812.71,2.5153
2026-08-10,GADS-SRCH-102,Search | Non-Brand Athletic Shoes,Enabled,Search,USD,19811,626,0.0316,1248.12,1.99,17,73.42,0.0272,1836.66,1.4715
2026-08-11,GADS-SRCH-102,Search | Non-Brand Athletic Shoes,Enabled,Search,USD,13312,546,0.041,489.18,0.9,13,37.63,0.0238,1340.18,2.7396
2026-08-12,GADS-SRCH-102,Search | Non-Brand Athletic Shoes,Enabled,Search,USD,18615,395,0.0212,808.33,2.05,13,62.18,0.0329,1166.44,1.443
2026-08-13,GADS-SRCH-102,Search | Non-Brand Athletic Shoes,Enabled,Search,USD,22147,448,0.0202,770.7,1.72,22,35.03,0.0491,1668.01,2.1643
2026-08-14,GADS-SRCH-102,Search | Non-Brand Athletic Shoes,Enabled,Search,USD,16272,383,0.0235,690.42,1.8,12,57.53,0.0313,957.47,1.3868
2026-08-15,GADS-SRCH-102,Search | Non-Brand Athletic Shoes,Enabled,Search,USD,23004,815,0.0354,1173.69,1.44,54,21.73,0.0663,5766.48,4.9131
2026-08-16,GADS-SRCH-102,Search | Non-Brand Athletic Shoes,Enabled,Search,USD,12152,369,0.0304,811.0,2.2,26,31.19,0.0705,1655.24,2.041
2026-08-17,GADS-SRCH-102,Search | Non-Brand Athletic Shoes,Enabled,Search,USD,15492,490,0.0316,482.87,0.99,18,26.83,0.0367,1141.91,2.3648
2026-08-18,GADS-SRCH-102,Search | Non-Brand Athletic Shoes,Enabled,Search,USD,16002,448,0.028,457.34,1.02,28,16.33,0.0625,2664.96,5.8271
2026-08-19,GADS-SRCH-102,Search | Non-Brand Athletic Shoes,Enabled,Search,USD,22021,981,0.0445,1893.27,1.93,46,41.16,0.0469,4296.09,2.2691
2026-08-20,GADS-SRCH-102,Search | Non-Brand Athletic Shoes,Enabled,Search,USD,21086,550,0.0261,950.81,1.73,37,25.7,0.0673,2468.44,2.5961
2026-08-21,GADS-SRCH-102,Search | Non-Brand Athletic Shoes,Enabled,Search,USD,13891,584,0.042,1074.2,1.84,16,67.14,0.0274,1185.41,1.1035
2026-07-23,GADS-DISP-201,Display | Prospecting Retargeting,Enabled,Display,USD,53803,339,0.0063,129.61,0.38,6,21.6,0.0177,333.36,2.572
2026-07-24,GADS-DISP-201,Display | Prospecting Retargeting,Enabled,Display,USD,72016,253,0.0035,212.6,0.84,2,106.3,0.0079,140.74,0.662
2026-07-25,GADS-DISP-201,Display | Prospecting Retargeting,Enabled,Display,USD,58132,132,0.0023,61.62,0.47,1,61.62,0.0076,84.19,1.3663
2026-07-26,GADS-DISP-201,Display | Prospecting Retargeting,Enabled,Display,USD,50589,326,0.0064,198.4,0.61,4,49.6,0.0123,181.55,0.9151
2026-07-27,GADS-DISP-201,Display | Prospecting Retargeting,Enabled,Display,USD,44931,345,0.0077,241.21,0.7,3,80.4,0.0087,139.32,0.5776
2026-07-28,GADS-DISP-201,Display | Prospecting Retargeting,Enabled,Display,USD,64196,353,0.0055,122.23,0.35,3,40.74,0.0085,171.99,1.4071
2026-07-29,GADS-DISP-201,Display | Prospecting Retargeting,Enabled,Display,USD,42614,315,0.0074,121.76,0.39,3,40.59,0.0095,147.34,1.2101
2026-07-30,GADS-DISP-201,Display | Prospecting Retargeting,Enabled,Display,USD,76692,560,0.0073,287.92,0.51,10,28.79,0.0179,511.82,1.7776
2026-07-31,GADS-DISP-201,Display | Prospecting Retargeting,Enabled,Display,USD,55514,399,0.0072,352.93,0.88,8,44.12,0.0201,642.05,1.8192
2026-08-01,GADS-DISP-201,Display | Prospecting Retargeting,Enabled,Display,USD,41624,128,0.0031,108.92,0.85,3,36.31,0.0234,184.41,1.6931
2026-08-02,GADS-DISP-201,Display | Prospecting Retargeting,Enabled,Display,USD,83903,603,0.0072,468.52,0.78,6,78.09,0.01,458.97,0.9796
2026-08-03,GADS-DISP-201,Display | Prospecting Retargeting,Enabled,Display,USD,47084,202,0.0043,55.58,0.28,3,18.53,0.0149,158.95,2.8598
2026-08-04,GADS-DISP-201,Display | Prospecting Retargeting,Enabled,Display,USD,70166,288,0.0041,225.6,0.78,6,37.6,0.0208,323.5,1.434
2026-08-05,GADS-DISP-201,Display | Prospecting Retargeting,Enabled,Display,USD,83255,263,0.0032,121.87,0.46,6,20.31,0.0228,502.05,4.1196
2026-08-06,GADS-DISP-201,Display | Prospecting Retargeting,Enabled,Display,USD,58292,239,0.0041,138.89,0.58,4,34.72,0.0167,314.99,2.2679
2026-08-07,GADS-DISP-201,Display | Prospecting Retargeting,Enabled,Display,USD,61702,471,0.0076,153.06,0.32,11,13.91,0.0234,573.57,3.7474
2026-08-08,GADS-DISP-201,Display | Prospecting Retargeting,Enabled,Display,USD,57397,128,0.0022,81.63,0.64,2,40.81,0.0156,152.91,1.8732
2026-08-09,GADS-DISP-201,Display | Prospecting Retargeting,Enabled,Display,USD,68599,387,0.0056,225.4,0.58,5,45.08,0.0129,340.32,1.5098
2026-08-10,GADS-DISP-201,Display | Prospecting Retargeting,Enabled,Display,USD,56693,128,0.0023,68.28,0.53,2,34.14,0.0156,154.52,2.263
2026-08-11,GADS-DISP-201,Display | Prospecting Retargeting,Enabled,Display,USD,85013,537,0.0063,393.23,0.73,10,39.32,0.0186,595.69,1.5149
2026-08-12,GADS-DISP-201,Display | Prospecting Retargeting,Enabled,Display,USD,44585,343,0.0077,291.04,0.85,6,48.51,0.0175,429.21,1.4747
2026-08-13,GADS-DISP-201,Display | Prospecting Retargeting,Enabled,Display,USD,48167,304,0.0063,135.34,0.45,3,45.11,0.0099,184.01,1.3596
2026-08-14,GADS-DISP-201,Display | Prospecting Retargeting,Enabled,Display,USD,66371,410,0.0062,250.25,0.61,4,62.56,0.0098,286.39,1.1444
2026-08-15,GADS-DISP-201,Display | Prospecting Retargeting,Enabled,Display,USD,64847,393,0.0061,328.87,0.84,7,46.98,0.0178,399.27,1.2141
2026-08-16,GADS-DISP-201,Display | Prospecting Retargeting,Enabled,Display,USD,75909,532,0.007,238.08,0.45,5,47.62,0.0094,382.15,1.6051
2026-08-17,GADS-DISP-201,Display | Prospecting Retargeting,Enabled,Display,USD,79758,473,0.0059,261.21,0.55,7,37.32,0.0148,374.84,1.435
2026-08-18,GADS-DISP-201,Display | Prospecting Retargeting,Enabled,Display,USD,71010,480,0.0068,419.47,0.87,9,46.61,0.0187,642.19,1.531
2026-08-19,GADS-DISP-201,Display | Prospecting Retargeting,Enabled,Display,USD,58598,298,0.0051,197.1,0.66,3,65.7,0.0101,233.21,1.1832
2026-08-20,GADS-DISP-201,Display | Prospecting Retargeting,Enabled,Display,USD,89226,304,0.0034,137.34,0.45,6,22.89,0.0197,305.36,2.2234
2026-08-21,GADS-DISP-201,Display | Prospecting Retargeting,Enabled,Display,USD,43028,149,0.0035,83.27,0.56,3,27.76,0.0201,143.74,1.7262
2026-07-23,GADS-PMAX-301,PMax | Full Funnel Sales,Enabled,PMax,USD,33580,775,0.0231,878.26,1.13,50,17.57,0.0645,4651.94,5.2968
2026-07-24,GADS-PMAX-301,PMax | Full Funnel Sales,Enabled,PMax,USD,33095,402,0.0121,491.11,1.22,10,49.11,0.0249,1150.58,2.3428
2026-07-25,GADS-PMAX-301,PMax | Full Funnel Sales,Enabled,PMax,USD,45232,1043,0.0231,1414.58,1.36,39,36.27,0.0374,4611.62,3.2601
2026-07-26,GADS-PMAX-301,PMax | Full Funnel Sales,Enabled,PMax,USD,42803,719,0.0168,399.22,0.56,28,14.26,0.0389,3385.21,8.4796
2026-07-27,GADS-PMAX-301,PMax | Full Funnel Sales,Enabled,PMax,USD,34957,359,0.0103,362.99,1.01,19,19.1,0.0529,1967.17,5.4194
2026-07-28,GADS-PMAX-301,PMax | Full Funnel Sales,Enabled,PMax,USD,30397,734,0.0241,1086.74,1.48,43,25.27,0.0586,4865.73,4.4774
2026-07-29,GADS-PMAX-301,PMax | Full Funnel Sales,Enabled,PMax,USD,36540,557,0.0152,834.13,1.5,28,29.79,0.0503,2227.39,2.6703
2026-07-30,GADS-PMAX-301,PMax | Full Funnel Sales,Enabled,PMax,USD,48229,775,0.0161,608.46,0.79,30,20.28,0.0387,3247.79,5.3377
2026-07-31,GADS-PMAX-301,PMax | Full Funnel Sales,Enabled,PMax,USD,45094,957,0.0212,988.64,1.03,37,26.72,0.0387,3566.52,3.6075
2026-08-01,GADS-PMAX-301,PMax | Full Funnel Sales,Enabled,PMax,USD,43381,558,0.0129,445.78,0.8,24,18.57,0.043,2457.82,5.5135
2026-08-02,GADS-PMAX-301,PMax | Full Funnel Sales,Enabled,PMax,USD,24534,259,0.0106,238.63,0.92,9,26.51,0.0347,745.53,3.1242
2026-08-03,GADS-PMAX-301,PMax | Full Funnel Sales,Enabled,PMax,USD,33594,502,0.0149,550.63,1.1,24,22.94,0.0478,1977.84,3.592
2026-08-04,GADS-PMAX-301,PMax | Full Funnel Sales,Enabled,PMax,USD,33767,494,0.0146,665.31,1.35,38,17.51,0.0769,2704.53,4.0651
2026-08-05,GADS-PMAX-301,PMax | Full Funnel Sales,Enabled,PMax,USD,48857,1027,0.021,943.22,0.92,26,36.28,0.0253,2368.74,2.5113
2026-08-06,GADS-PMAX-301,PMax | Full Funnel Sales,Enabled,PMax,USD,44689,654,0.0146,968.45,1.48,46,21.05,0.0703,4705.49,4.8588
2026-08-07,GADS-PMAX-301,PMax | Full Funnel Sales,Enabled,PMax,USD,44072,762,0.0173,886.65,1.16,28,31.67,0.0367,2328.63,2.6263
2026-08-08,GADS-PMAX-301,PMax | Full Funnel Sales,Enabled,PMax,USD,34281,557,0.0162,516.75,0.93,34,15.2,0.061,4008.21,7.7566
2026-08-09,GADS-PMAX-301,PMax | Full Funnel Sales,Enabled,PMax,USD,43729,473,0.0108,479.68,1.01,15,31.98,0.0317,1610.03,3.3565
2026-08-10,GADS-PMAX-301,PMax | Full Funnel Sales,Enabled,PMax,USD,20883,489,0.0234,562.88,1.15,30,18.76,0.0613,2251.11,3.9993
2026-08-11,GADS-PMAX-301,PMax | Full Funnel Sales,Enabled,PMax,USD,34044,351,0.0103,353.76,1.01,10,35.38,0.0285,927.46,2.6217
2026-08-12,GADS-PMAX-301,PMax | Full Funnel Sales,Enabled,PMax,USD,26935,424,0.0157,369.41,0.87,31,11.92,0.0731,2687.56,7.2753
2026-08-13,GADS-PMAX-301,PMax | Full Funnel Sales,Enabled,PMax,USD,47260,717,0.0152,1016.99,1.42,36,28.25,0.0502,4137.89,4.0688
2026-08-14,GADS-PMAX-301,PMax | Full Funnel Sales,Enabled,PMax,USD,21706,543,0.025,480.53,0.88,33,14.56,0.0608,3856.84,8.0262
2026-08-15,GADS-PMAX-301,PMax | Full Funnel Sales,Enabled,PMax,USD,41356,359,0.0087,191.75,0.53,14,13.7,0.039,1684.95,8.7872
2026-08-16,GADS-PMAX-301,PMax | Full Funnel Sales,Enabled,PMax,USD,40359,427,0.0106,272.79,0.64,26,10.49,0.0609,2699.79,9.897
2026-08-17,GADS-PMAX-301,PMax | Full Funnel Sales,Enabled,PMax,USD,27142,432,0.0159,337.77,0.78,20,16.89,0.0463,2127.07,6.2974
2026-08-18,GADS-PMAX-301,PMax | Full Funnel Sales,Enabled,PMax,USD,44508,900,0.0202,1220.01,1.36,31,39.36,0.0344,2748.53,2.2529
2026-08-19,GADS-PMAX-301,PMax | Full Funnel Sales,Enabled,PMax,USD,38962,329,0.0084,277.4,0.84,20,13.87,0.0608,2549.81,9.1918
2026-08-20,GADS-PMAX-301,PMax | Full Funnel Sales,Enabled,PMax,USD,32997,792,0.024,568.78,0.72,46,12.36,0.0581,5512.38,9.6916
2026-08-21,GADS-PMAX-301,PMax | Full Funnel Sales,Enabled,PMax,USD,27957,272,0.0097,367.13,1.35,20,18.36,0.0735,2120.49,5.7759
2026-07-23,GADS-DISP-202,Display | Brand Awareness Holdout,Paused,Display,USD,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2026-07-24,GADS-DISP-202,Display | Brand Awareness Holdout,Paused,Display,USD,11411,19,0.0017,8.86,0.47,0,0.0,0.0,0.0,0.0
2026-07-25,GADS-DISP-202,Display | Brand Awareness Holdout,Paused,Display,USD,5103,23,0.0045,14.06,0.61,0,0.0,0.0,0.0,0.0
2026-07-26,GADS-DISP-202,Display | Brand Awareness Holdout,Paused,Display,USD,11788,37,0.0031,10.23,0.28,0,0.0,0.0,0.0,0.0
2026-07-27,GADS-DISP-202,Display | Brand Awareness Holdout,Paused,Display,USD,10045,43,0.0043,20.17,0.47,0,0.0,0.0,0.0,0.0
2026-07-28,GADS-DISP-202,Display | Brand Awareness Holdout,Paused,Display,USD,7198,19,0.0026,6.13,0.32,0,0.0,0.0,0.0,0.0
2026-07-29,GADS-DISP-202,Display | Brand Awareness Holdout,Paused,Display,USD,11147,35,0.0031,17.68,0.51,0,0.0,0.0,0.0,0.0
2026-07-30,GADS-DISP-202,Display | Brand Awareness Holdout,Paused,Display,USD,6489,21,0.0032,7.93,0.38,0,0.0,0.0,0.0,0.0
2026-07-31,GADS-DISP-202,Display | Brand Awareness Holdout,Paused,Display,USD,7263,25,0.0034,11.46,0.46,0,0.0,0.0,0.0,0.0
2026-08-01,GADS-DISP-202,Display | Brand Awareness Holdout,Paused,Display,USD,9548,40,0.0042,21.81,0.55,0,0.0,0.0,0.0,0.0
2026-08-02,GADS-DISP-202,Display | Brand Awareness Holdout,Paused,Display,USD,5762,15,0.0026,6.03,0.4,0,0.0,0.0,0.0,0.0
2026-08-03,GADS-DISP-202,Display | Brand Awareness Holdout,Paused,Display,USD,9534,32,0.0034,13.21,0.41,0,0.0,0.0,0.0,0.0
2026-08-04,GADS-DISP-202,Display | Brand Awareness Holdout,Paused,Display,USD,7219,19,0.0026,5.99,0.32,0,0.0,0.0,0.0,0.0
2026-08-05,GADS-DISP-202,Display | Brand Awareness Holdout,Paused,Display,USD,11243,44,0.0039,13.01,0.3,0,0.0,0.0,0.0,0.0
2026-08-06,GADS-DISP-202,Display | Brand Awareness Holdout,Paused,Display,USD,11227,37,0.0033,12.64,0.34,0,0.0,0.0,0.0,0.0
2026-08-07,GADS-DISP-202,Display | Brand Awareness Holdout,Paused,Display,USD,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2026-08-08,GADS-DISP-202,Display | Brand Awareness Holdout,Paused,Display,USD,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2026-08-09,GADS-DISP-202,Display | Brand Awareness Holdout,Paused,Display,USD,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2026-08-10,GADS-DISP-202,Display | Brand Awareness Holdout,Paused,Display,USD,7247,12,0.0017,2.73,0.23,0,0.0,0.0,0.0,0.0
2026-08-11,GADS-DISP-202,Display | Brand Awareness Holdout,Paused,Display,USD,11166,36,0.0032,22.91,0.64,0,0.0,0.0,0.0,0.0
2026-08-12,GADS-DISP-202,Display | Brand Awareness Holdout,Paused,Display,USD,6510,32,0.0049,10.44,0.33,0,0.0,0.0,0.0,0.0
2026-08-13,GADS-DISP-202,Display | Brand Awareness Holdout,Paused,Display,USD,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2026-08-14,GADS-DISP-202,Display | Brand Awareness Holdout,Paused,Display,USD,9726,36,0.0037,8.16,0.23,0,0.0,0.0,0.0,0.0
2026-08-15,GADS-DISP-202,Display | Brand Awareness Holdout,Paused,Display,USD,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2026-08-16,GADS-DISP-202,Display | Brand Awareness Holdout,Paused,Display,USD,5970,21,0.0035,8.57,0.41,0,0.0,0.0,0.0,0.0
2026-08-17,GADS-DISP-202,Display | Brand Awareness Holdout,Paused,Display,USD,8116,25,0.0031,10.53,0.42,0,0.0,0.0,0.0,0.0
2026-08-18,GADS-DISP-202,Display | Brand Awareness Holdout,Paused,Display,USD,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2026-08-19,GADS-DISP-202,Display | Brand Awareness Holdout,Paused,Display,USD,9994,49,0.0049,12.23,0.25,0,0.0,0.0,0.0,0.0
2026-08-20,GADS-DISP-202,Display | Brand Awareness Holdout,Paused,Display,USD,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2026-08-21,GADS-DISP-202,Display | Brand Awareness Holdout,Paused,Display,USD,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
